gi_code,gi_region,total_water_used,source_groundwater,source_irrigation,source_recycled,source_mains,source_dams_tanks,source_rivers_creeks_lakes,source_other,source_groundwater_ratio,source_irrigation_ratio,source_recycled_ratio,source_mains_ratio,source_dams_tanks_ratio,source_rivers_creeks_lakes_ratio,source_other_ratio,main_source_groundwater,main_source_irrigation,main_source_recycled,main_source_mains,main_source_dams_tanks,main_source_rivers_creeks_lakes,main_source_other,watering_drip_ratio,watering_flood_ratio,watering_sprinkler_ratio,watering_other_ratio,main_watering_drip,main_watering_flood,main_watering_sprinkler,main_watering_other,cabernet_sauvignon _ratio,durif_ratio,grenache_ratio,malbec_ratio,merlot_ratio,montepulciano_ratio,muscat_rose_ratio,nebbiolo_ratio,nero_ratio,petit_verdot_ratio,pinot_noir_ratio,ruby_cabernet_ratio,sangiovese_ratio,shiraz_ratio,tempranillo_ratio,barbera_ratio,bernet_franc_ratio,mataro_ratio,dolcetto_ratio,zinfandel_ratio,other_red_ratio,total_red_ratio,chardonnay_ratio,colombard_ratio,fiano_ratio,muscat_blanc_ratio,muscat_gordo_ratio,pinot_gris_ratio,prosecco_ratio,riesling_ratio,sauvignon_blanc_ratio,semillon_ratio,sultana_ratio,verdelho_ratio,vermentino_ratio,viognier_ratio,arneis_ratio,chenin_blanc_ratio,marsanne_ratio,muscadelle_ratio,traminer_ratio,savagnin_ratio,other_white_ratio,total_white_ratio,main_cabernet_sauvignon ,main_durif,main_grenache,main_malbec,main_merlot,main_montepulciano,main_muscat_rose,main_nebbiolo,main_nero,main_petit_verdot,main_pinot_noir,main_ruby_cabernet,main_sangiovese,main_shiraz,main_tempranillo,main_barbera,main_bernet_franc,main_mataro,main_dolcetto,main_zinfandel,main_other_red,main_total_red,main_chardonnay,main_colombard,main_fiano,main_muscat_blanc,main_muscat_gordo,main_pinot_gris,main_prosecco,main_riesling,main_sauvignon_blanc,main_semillon,main_sultana,main_verdelho,main_vermentino,main_viognier,main_arneis,main_chenin_blanc,main_marsanne,main_muscadelle,main_traminer,main_savagnin,main_other_white,main_total_white
171,Hastings River,4197.202639,513.8706944,1509.186806,62.18819444,63.35055556,238.9527778,1763.658611,45.99444444,0.239200198,0.15916736,0.028894169,0.023878901,0.362857013,0.179544943,0.006440844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.940663027,0.004272442,0.05394608,0.001118451,FALSE,FALSE,FALSE,FALSE,0,0,0,0.005952381,0,0,0,0,0,0,0.021825397,0,0,0,0,0,0,0,0,0,0.337301587,0.365079365,0.329365079,0,0,0,0,0,0,0,0,0.073412698,0,0.063492063,0,0.10515873,0,0,0,0,0,0.063492063,0,0.634920635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
179,Northern Rivers - Other,4197.202639,513.8706944,1509.186806,62.18819444,63.35055556,238.9527778,1763.658611,45.99444444,0.239200198,0.15916736,0.028894169,0.023878901,0.362857013,0.179544943,0.006440844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.940663027,0.004272442,0.05394608,0.001118451,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556978233,0.556978233,0.085787452,0,0,0,0,0,0,0,0,0,0,0.071702945,0,0,0,0,0,0,0,0,0.28553137,0.443021767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
181,Hunter,1523.58,34.25,381.92,2.5,0,528.65,552.32,23.95,0.02,0.25,0,0,0.35,0.36,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.99,0,0.01,0,TRUE,FALSE,FALSE,FALSE,0.021078178,0.000711003,0,0.000740797,0.019221445,0,0.006167439,0.000846432,0,0.003419584,0.01132864,0,0.003873271,0.222836318,0.008186686,0.00131637,0.003346452,0,0.000537653,0,0.010843804,0.314456781,0.237705073,0,0.000747568,0,0,0.005200476,0,0.000491607,0.002995691,0.284820841,0,0.130116171,0.003047154,0.007934788,0.000702877,0.001495137,0.001083432,0.000861329,0.0065656,0.001015718,0.000758403,0.685544574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
189,Hunter Valley - Other,37.87,0,0,0,0,30.53,7.34,0,0,0,0,0,0.81,0.19,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.7,0,0.3,0,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0.045700949,0,0,0.228655323,0,0.043893992,0,0,0,0,0,0.318250264,0.071525373,0,0,0,0,0,0,0,0,0.325026351,0,0.285198012,0,0,0,0,0,0,0,0,0,0.681749736,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
211,Murray Darling (Vic.),63621.17,1881.34,31549.13,19.37,99.28,1023.29,28410.63,638.13,0.03,0.5,0,0,0.02,0.45,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79,0.01,0.2,0,TRUE,FALSE,FALSE,FALSE,0.11208893,0.000748674,0.000727215,0.000525557,0.083684923,0,0.000549499,0.000209436,0,0.008254713,0.02049484,0.003745008,0.007104036,0.199148249,0.001403218,0,8.17E-05,0,0,0,0.000922782,0.439688789,0.288540361,0.049753691,0.000283699,0.002670233,0.050570583,0.034021097,0,0.007824691,0.053046186,0.057585597,0.002105366,0.003236365,0.000694136,0.002980545,0,0,0,0,0,0,0.006998709,0.560311164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
212,Swan Hill (Vic.),9610.56,0,6683.22,0,0,0,2927.34,0,0,0.7,0,0,0,0.3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0,0.02,0,TRUE,FALSE,FALSE,FALSE,0.12723624,0.002545921,0.006617734,0.002775254,0.04775364,0,0.012739578,0,0,0.010419333,0,0.005133056,0.006846734,0.305006691,0.00232656,0,0,0.014141496,0.007098999,0,0.025772302,0.576413535,0.166792079,0.02955562,0,0,0.090446347,0.005871905,0,0.008675742,0.019481616,0.027326444,0,0.005749927,0,0.00242627,0,0.011805298,0,0,0,0,0.05545555,0.423586465,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,North West Victoria - Other,189.22,0,94.22,0,0,0,95,0,0,0.5,0,0,0,0.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.87,0,0.13,0,TRUE,FALSE,FALSE,FALSE,0.207797023,0,0,0,0.222204566,0,0,0,0,0,0,0.016493193,0,0.248020287,0,0,0,0,0,0,0,0.69451507,0.222648181,0,0,0,0.08283675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30548493,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,Alpine Valleys,211.8,19.8,0,0,14.14,27.52,150.33,0,0.09,0,0,0.07,0.13,0.71,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.78,0,0.22,0,TRUE,FALSE,FALSE,FALSE,0.034299844,0.007807203,0,0.00028417,0.164689108,0.000797671,0,0.003644358,0,0.002846688,0.107007538,0,0.019039405,0.043074223,0.015953416,0.003245523,0,0,0.003644358,0,0.024149484,0.430492961,0.155680413,0,0,0,0,0.120243888,0.06810613,0.005414191,0.165895585,0.006780202,0,0.000498544,0.008375543,0,0.001495633,0,0,0,0,0.007976708,0.029045188,0.569507039,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
222,Beechworth,97.21,5.75,0,0,0,91.46,0,0,0.06,0,0,0,0.94,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,0,0.07,0,TRUE,FALSE,FALSE,FALSE,0.10127289,0,0.002568111,0,0.09776367,0,0,0.020879857,0,0,0.133047279,0,0.037660308,0.213807184,0.016174313,0.002057679,0.001706757,0,0,0,0.01612646,0.643016653,0.20079117,0,0,0,0,0.106329356,0.003413514,0.004450329,0.014946086,0.002568111,0,0,0,0.007608626,0,0,0.002568111,0,0.000334971,0,0.013973075,0.356983347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,Rutherglen,492.44,1.07,32.64,16,0,59.93,382.8,0,0,0.07,0.03,0,0.12,0.78,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.85,0.05,0.09,0,TRUE,FALSE,FALSE,FALSE,0.073241042,0.092039098,0.006131614,0.007169771,0.029582837,0,0.12917638,0,0,0.016462202,0.003462068,0.00543642,0.010826493,0.282262811,0.013102096,0,0.002470257,0,0,0,0.040321272,0.711675094,0.080183717,0,0.000495905,0.008949469,0,0,0,0.020318214,0,0.015326718,0,0,0,0.024966747,0,0.00168237,0.016165586,0.085819426,0.003953339,0,0.030468051,0.288324906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
224,Glenrowan,157.5,20,120,0,0,4.5,13,0,0.13,0.76,0,0,0.03,0.08,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,0,0.05,0,TRUE,FALSE,FALSE,FALSE,0.428141006,0.095611128,0,0,0.149141308,0,0.003615547,0,0.011047504,0,0,0,0,0.277091493,0.001506478,0,0,0,0,0,0.00160691,0.967761374,0.003012956,0,0,0.018077734,0,0,0,0.00431857,0,0,0,0,0,0,0,0,0,0.006829366,0,0,0,0.032238626,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,King Valley,936.27,18.59,0,0,0,374.42,543.26,0,0.02,0,0,0,0.4,0.58,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.98,0,0.02,0,TRUE,FALSE,FALSE,FALSE,0.077357743,0.003339888,0,0.000211609,0.138743976,0.000242644,0,0.001847343,0.000169992,0.004138358,0.067970787,0,0.020178287,0.062344115,0.010459106,0.004757666,8.11E-05,0,0.008232278,0.000218662,0.009210615,0.409503482,0.139976949,0,0.001196294,0.004362663,0,0.145668514,0.133764827,0.041611413,0.099705018,0.002442668,0,0,0.000659513,0.005845334,0.002263506,0.000313181,0,0,0.005645716,0.000282145,0.006758072,0.590495813,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
228,North East Victoria - Other,125.05,68.61,0,0,0,34.8,21.64,0,0.55,0,0,0,0.28,0.17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.76,0.14,0.09,0,TRUE,FALSE,FALSE,FALSE,0.113693854,0.093502883,0,0.012306009,0.013673344,0,0.025591942,0,0,0,0,0.007429183,0,0.545703152,0,0,0,0,0,0.001640801,0,0.813541168,0.047036303,0,0,0,0,0.092978738,0,0.012807365,0.02187735,0.000546934,0,0,0,0.00875094,0,0,0,0,0,0,0.002461202,0.186458832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,Bendigo,809.64,15.16,201.86,27.73,1.54,171.96,391.38,0,0.02,0.25,0.03,0,0.21,0.48,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.182053165,0,0.001074586,0.007327102,0.056031997,0,0,0.000410749,0,0.003622061,0.037776478,0,0.00721093,0.541678595,0.002302685,0,0.003742381,0,0,0.001024798,0,0.84424723,0.061321949,0,0.002709285,0,0,0.039747244,0,0.020388096,0.020280222,0.001813105,0,0,0,0.008571796,0,0,0,0,0.000410749,0,0.000510325,0.15575277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,Goulburn Valley,2416.4,939.54,376.97,0,0,12.16,1087.74,0,0.39,0.16,0,0,0.01,0.45,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.96,0,0.04,0,TRUE,FALSE,FALSE,FALSE,0.122622631,0.009519883,0.004033933,0,0.093013367,0,0.001281542,0,0,0.010179981,9.81E-05,0,0.012852089,0.232279192,0.00985687,0.000840485,0.003836696,0.002200327,0,0.000607568,0.000551073,0.503775741,0.199050291,0,0,0.001133862,4.06E-05,0.036097254,0.003441232,0.026440595,0.109738825,0.021714848,0,0.003548275,0.00080976,0.016916747,0,0,0.056578135,0,0.011249419,0.003429338,0.00603405,0.496224259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,Strathbogie Ranges,653.9,13.66,10.22,0,0,630.01,0,0,0.02,0.02,0,0,0.96,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.85,0,0.15,0,TRUE,FALSE,FALSE,FALSE,0.059340044,0,0,0,0.035200755,0,0,0,0,0,0.327733488,0,0.007759613,0.100952717,0.002086335,0,0,0,0,0.007775163,0.005253418,0.546101533,0.274136698,0,0,0,0,0.080540322,0,0.035656898,0.043367268,0,0,0,0.005007205,0.008511212,0.002270348,0,0,0,0,0.002513969,0.001891956,0.453898467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,Heathcote,1904.44,1.07,1839.35,0,0.02,49.51,8.59,5.9,0,0.97,0,0,0.03,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0,0.03,0,TRUE,FALSE,FALSE,FALSE,0.072505289,0.008815233,0.031345039,0.007472287,0.035088758,0.000413214,0,0.001123942,0.000413214,7.44E-05,0,0,0.003337392,0.540704337,0.01343772,0,0.000665275,0.015024462,0.018043679,0,0.003705153,0.752167996,0.157276148,0,0.00068869,0,0,0,0,0.059986281,0.000296137,0.000713483,0,0.000296137,0.001575723,0.004234066,0,0,0.003895231,0,0.01257548,0,0.006294627,0.247832004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,Upper Goulburn,1323.38,136.01,364.29,0,0,492.54,330.54,0,0.1,0.28,0,0,0.37,0.25,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.68,0,0.32,0,TRUE,FALSE,FALSE,FALSE,0.074315392,0,0,0.001573812,0.110040919,0,0,0.002399189,0,0,0.24915189,0,0.000412688,0.152803134,0.001087679,0,0,0,0,0,0.000188857,0.591966565,0.21256951,0,0,0,0.023533732,0.077340608,0,0.02633162,0.062634211,0,0,0,0,0,0,0,0,0,0.005620257,0,0,0.408029937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236,Central Victoria - Other,523.36,35.75,416.53,0,0,1.08,70,0,0.07,0.8,0,0,0,0.13,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.12584086,0,0,0,0.043916793,0,0,0,0,0,0,0.029588459,0.020434019,0.569774,0.01549716,0,0,0,0,0,0.001242388,0.806293678,0.172773714,0,0,0,0,0.002304957,0.013282112,0,0,0.000441375,0,0.004904164,0,0,0,0,0,0,0,0,0,0.193706322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,Grampians,256.2,0.53,0,158.51,32.13,65.03,0,0,0,0,0.62,0.13,0.25,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.072981088,0.002739293,0.004382869,0,0.01007217,0,0,0,0,0,0.018827372,0,0.025654533,0.643797082,0.002876258,0.001158932,0,0,0.001369647,0,0.005615551,0.789474793,0.021945952,0,0,0,0,0.078333246,0,0.086424696,0.013011642,0,0,0,0,0.007796449,0,0,0,0,0,0,0.003013222,0.210525207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,Henty,60.91,11.15,0,0,0.77,48.99,0,0,0.18,0,0,0.01,0.8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.021994398,0,0,0,0.002926602,0,0,0,0,0,0.415774921,0,0,0.043647659,0,0,0.002926602,0,0,0,0.06409796,0.551368141,0.216891698,0,0,0,0,0.087205544,0,0.124604999,0.005386383,0.012209135,0,0,0,0,0,0,0,0,0.002334099,0,0,0.448631859,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,Pyrenees,433.36,37.95,18,0,0,377.41,0,0,0.09,0.04,0,0,0.87,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.87,0,0.13,0,TRUE,FALSE,FALSE,FALSE,0.056245327,0,0,0.002416426,0.018859696,0,0,0.00095233,0,0.000431664,0.113527537,0,0.000582968,0.223446011,0,0.001290541,0.005678379,0,0.000356011,0,0.017845064,0.441627505,0.3385934,0.137954359,0,0,0.045391434,0.003693617,0,0.000591869,0.024115312,0.00095678,0,0,0,0.000979031,0,0,0.003515611,0,0.000267008,0,0.002314073,0.558372495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
249,Western Victoria - Other,16.89,3.45,4.05,0,0.2,9.18,0,0,0.2,0.24,0,0.01,0.54,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.175192794,0,0,0,0.09477836,0,0,0,0,0,0.312945193,0,0,0.199093424,0.005886855,0,0,0,0,0,0.011773709,0.799670336,0.143698122,0,0,0,0,0,0,0,0.044916701,0,0,0,0.011773709,0,0,0,0,0,0,0,0,0.200388532,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,Geelong,168.29,0,0,0,26.47,36.43,105.27,0.11,0,0,0,0.16,0.22,0.63,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.017035672,0,0.002496954,0,0.007037787,0,0,0,0,0,0.460778687,0,0,0.140665116,0,0,0.001822374,0.001822374,0,0.001822374,0.005457053,0.638918255,0.186687609,0,0,0,0,0.09681739,0,0.022482657,0.044985451,0.002607706,0,0,0,0.004661653,0.000453076,0,0.002386202,0,0,0,0,0.361071677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,Mornington Peninsula,349.84,46,0,53.42,0,250.42,0,0,0.13,0,0.15,0,0.72,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,TRUE,FALSE,FALSE,FALSE,0.009348441,0.000689513,0,0,0.009936374,0,0.001086599,0,0,0,0.444335682,0,0.003761539,0.056013692,0.00137287,0,0,0,0,0,0.00249025,0.529031881,0.253183611,0,0.000751077,0.000603324,0,0.174400601,0,0.008754352,0.025028704,0.000375538,0,0,0,0.003484503,0.000652575,0,0.000113893,0,0.000794171,0.00155756,0.001271289,0.470968119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
